train_slots,rollout_index,updates,train_return,train_mean_slot_Rsys,train_satisfaction,train_cr,train_arrived,train_done,train_timeout,train_rejected,train_system_delay_overhead_s_per_slot,train_delay_sum_s,train_avg_completed_e2e_delay_s,train_p95_completed_e2e_delay_s,train_delay_samples,train_system_energy_overhead_kj_per_slot,train_total_dynamic_energy_j,train_energy_comp_j,train_energy_trans_j,train_cumulative_lifetime_loss,train_cum_hl_mean_satellite,train_avg_hl_per_sat_slot,train_avg_dod,train_n_slots
1280,19,20,408.8754962281774,6.388679628565272,0.7708764665286404,0.7708764665286404,1449,1117,321,0,57.796875,3699.0,3.3115487914055506,5.0,1117,0.030209900823208923,1933.433652685371,1889.111081595105,44.32257109026633,0.01863891782765001,0.0007455567131060003,1.1649323642281255e-05,0.3099878151663574,64
1344,20,21,382.29703725021557,5.973391207034618,0.7567375886524823,0.7567375886524823,1410,1067,350,0,55.96875,3582.0,3.357075913776945,5.0,1067,0.029074774997529897,1860.7855998419134,1817.3455547894755,43.44004505243817,0.017719250750119667,0.0007087700300047867,1.1074531718824792e-05,0.31051907532793066,64
1408,21,22,378.7682158273175,5.918253372301836,0.731081081081081,0.731081081081081,1480,1082,392,0,59.625,3816.0,3.5268022181146024,5.0,1082,0.03388867418424706,2168.875147791812,2120.173423889708,48.7017239021044,0.0206953954908145,0.00082781581963258,1.2934622181759062e-05,0.3108267370515205,64
1472,22,23,386.48609530266856,6.038845239104196,0.7793462109955424,0.7793462109955424,1346,1049,297,0,56.265625,3601.0,3.432793136320305,5.0,1049,0.025572992421893547,1636.6715150011871,1594.0809890923515,42.59052590883576,0.015830175209385733,0.0006332070083754294,9.893859505866084e-06,0.3107022437867708,64
1536,23,24,401.4672801988048,6.272926253106325,0.772027972027972,0.772027972027972,1430,1104,323,0,60.765625,3889.0,3.522644927536232,5.0,1104,0.03148836401362643,2015.2552968720915,1967.7447979749154,47.51049889717599,0.020197211412113947,0.0008078884564845579,1.2623257132571218e-05,0.31024722866653476,64
1600,24,25,369.15981426687176,5.768122097919871,0.7487401007919366,0.7487401007919366,1389,1040,357,0,57.828125,3701.0,3.558653846153846,5.0,1040,0.027808392551539246,1779.7371232985117,1733.9180627416624,45.81906055684973,0.017306388965418775,0.000692255558616751,1.0816493103386734e-05,0.30955462798563294,64
1664,25,26,361.5430792018427,5.649110612528792,0.7417461482024945,0.7417461482024945,1363,1011,335,0,55.78125,3570.0,3.5311572700296736,5.0,1011,0.026457410689706907,1693.274284141242,1647.8222499464819,45.4520341947607,0.016440199342365232,0.0006576079736946094,1.0275124588978271e-05,0.30933796445269623,64
1728,26,27,353.8027215100136,5.528167523593963,0.735357917570499,0.735357917570499,1383,1017,379,0,57.3125,3668.0,3.606686332350049,5.0,1017,0.027783815424874132,1778.1641871919444,1730.128403599562,48.035783592381684,0.018056998584813345,0.0007222799433925338,1.1285624115508341e-05,0.30899735988201793,64
1792,27,28,374.88499899430224,5.8575781092859724,0.7433751743375174,0.7433751743375174,1434,1066,377,0,59.78125,3826.0,3.5891181988742966,5.0,1066,0.028235500687397604,1807.0720439934466,1760.3925454493651,46.67949854408196,0.019098028416601163,0.0007639211366640465,1.1936267760375726e-05,0.30837688044203404,64
1856,28,29,382.72493912230357,5.980077173785993,0.7470300489168413,0.7470300489168413,1431,1069,359,0,60.390625,3865.0,3.6155285313376986,5.0,1069,0.0275419486766429,1762.6847153051458,1714.772472864145,47.912242441000444,0.016318717245347225,0.000652748689813889,1.0199198278342016e-05,0.3074388682086747,64
