train_slots,rollout_index,updates,train_return,train_mean_slot_Rsys,train_satisfaction,train_cr,train_arrived,train_done,train_timeout,train_rejected,train_system_delay_overhead_s_per_slot,train_delay_sum_s,train_avg_completed_e2e_delay_s,train_p95_completed_e2e_delay_s,train_delay_samples,train_system_energy_overhead_kj_per_slot,train_total_dynamic_energy_j,train_energy_comp_j,train_energy_trans_j,train_cumulative_lifetime_loss,train_cum_hl_mean_satellite,train_avg_hl_per_sat_slot,train_avg_dod,train_n_slots
2176,33,34,432.1004930720151,6.751570204250236,0.7841965471447543,0.7841965471447543,1506,1181,325,0,58.296875,3731.0,3.1591871295512277,5.0,1181,0.037377030840344466,2392.129973782046,2350.8760406575348,41.253933124509956,0.02360037769654535,0.0009440151078618141,1.4750236060340845e-05,0.29830622237689236,64
2240,34,35,414.669185939453,6.479206030303953,0.7769389155799589,0.7769389155799589,1457,1132,310,0,56.0625,3588.0,3.1696113074204946,5.0,1132,0.03366609025543026,2154.629776347537,2115.060831169519,39.56894517801759,0.02218333092685922,0.0008873332370743687,1.3864581829287011e-05,0.29714712010817734,64
2304,35,36,398.0895902934139,6.220149848334592,0.8031555221637866,0.8031555221637866,1331,1069,266,0,51.671875,3307.0,3.0935453695042097,5.0,1069,0.030561665292135807,1955.9465786966916,1920.7833039375805,35.16327475911068,0.019823381860432344,0.0007929352744172937,1.2389613662770214e-05,0.2957685517997518,64
2368,36,37,402.8252814848824,6.294145023201287,0.810126582278481,0.810126582278481,1343,1088,277,0,49.96875,3198.0,2.9393382352941178,5.0,1088,0.0328671884415615,2103.500060259936,2070.593203700793,32.9068565591437,0.02161076543447698,0.0008644306173790792,1.3506728396548112e-05,0.2952401619818432,64
2432,37,38,426.84314349082354,6.669424117044118,0.7987377279102384,0.7987377279102384,1426,1139,268,0,54.578125,3493.0,3.0667251975417034,5.0,1139,0.03363030371462207,2152.3394377358127,2115.486246309811,36.85319142600109,0.02149379433868054,0.0008597517735472216,1.3433621461675337e-05,0.29485276765009794,64
2496,38,39,429.4696925535905,6.710463946149852,0.8175235336712527,0.8175235336712527,1381,1129,241,0,52.828125,3381.0,2.994685562444641,5.0,1129,0.03224354749418696,2063.5870396279656,2030.2852566894271,33.30178293853844,0.020090268928940735,0.0008036107571576294,1.255641808058796e-05,0.2941858231217537,64
2560,39,40,426.00549317564435,6.656335830869443,0.8086895585143657,0.8086895585143657,1427,1154,301,0,54.25,3472.0,3.0086655112651646,5.0,1154,0.036941548465259155,2364.259101776586,2328.0196022299765,36.23949954660741,0.022564252964698973,0.000902570118587959,1.410265810293686e-05,0.2932019468062012,64
2624,40,41,411.0953141435614,6.423364283493147,0.7820240622788394,0.7820240622788394,1413,1105,278,0,53.15625,3402.0,3.0787330316742083,5.0,1105,0.0337341910037518,2158.9882242401154,2122.7852097239875,36.20301451612758,0.020613768266966474,0.0008245507306786589,1.2883605166854046e-05,0.29202260662731916,64
2688,41,42,445.8900254588664,6.967031647794787,0.81875,0.81875,1440,1179,262,0,58.015625,3713.0,3.149279050042409,5.0,1179,0.038204224555555194,2445.0703715555323,2407.8750851130744,37.19528644245661,0.0217530065195573,0.0008701202607822919,1.359562907472331e-05,0.2905715278381549,64
2752,42,43,416.8873047433645,6.51386413661507,0.7962962962962963,0.7962962962962963,1404,1118,283,0,53.125,3400.0,3.041144901610018,5.0,1118,0.033762643818283554,2160.8092043701477,2124.5948539539177,36.21435041623001,0.01906680308835427,0.0007626721235341707,1.1916751930221417e-05,0.28870788635142663,64
