train_slots,rollout_index,updates,train_return,train_mean_slot_Rsys,train_cr,train_arrived,train_done,train_timeout,train_rejected,train_avg_delay_s,train_p95_delay_s,train_delay_samples,train_total_energy_j,train_energy_comp_j,train_energy_trans_j,train_avg_energy_j_per_slot,train_cum_hl_mean_satellite,train_cum_hl_system,train_avg_hl_per_sat_slot,train_avg_dod,train_n_slots
16768,261,16744,-263.88624574593325,-4.123222589780207,0.7238883143743536,967,700,248,0,3.9757142857142855,6.0,700,5350.665030380193,5319.748458993276,30.916571386916893,83.60414109969051,0.004014298382942969,0.10035745957357424,6.27234122334839e-05,0.4168819310817263,64
16832,262,16808,-281.540759364123,-4.399074365064422,0.7874865156418555,927,730,207,0,3.767123287671233,6.0,730,5518.608407248422,5491.669539171102,26.938868077319487,86.22825636325659,0.004310355893901607,0.10775889734754018,6.734931084221261e-05,0.4167460126735849,64
16896,263,16872,-326.54836580550204,-5.102318215710969,0.798936170212766,940,751,188,0,3.8348868175765647,6.0,751,6596.937974988105,6569.6299629271225,27.308012060985966,103.07715585918915,0.004832089489423968,0.1208022372355992,7.55013982722495e-05,0.41651610941386047,64
16960,264,16936,-270.0562052535595,-4.219628207086867,0.753607103218646,901,679,213,0,3.8438880706921945,6.0,679,5523.6182784347575,5496.454603430502,27.16367500425819,86.30653560054309,0.004067353484290534,0.10168383710726335,6.35523981920396e-05,0.41678360206450826,64
17024,265,17000,-307.1887468852914,-4.799824170082678,0.768280123583934,971,746,222,0,3.710455764075067,6.0,746,6419.561583596085,6392.537804160241,27.02377943584455,100.30564974368883,0.004586380838120995,0.11465952095302487,7.166220059564054e-05,0.41612852940118905,64
17088,266,17064,-206.9298689770784,-3.23327920276685,0.8065650644783119,853,688,186,0,3.377906976744186,6.0,688,5592.619131741202,5572.507912846496,20.111218894708287,87.38467393345628,0.003490565218393099,0.08726413045982748,5.454008153739217e-05,0.41542360426290537,64
17152,267,17128,-232.42543587720442,-3.631647435581319,0.7814269535673839,883,690,195,0,3.5188405797101447,6.0,690,5062.334465000294,5039.943086037879,22.391378962415533,79.09897601562959,0.003739103688755357,0.09347759221888392,5.8423495136802455e-05,0.4138234433240159,64
17216,268,17192,-287.16735074205474,-4.486989855344605,0.7641606591143152,971,742,222,0,3.839622641509434,6.0,742,5988.626312892464,5958.846780010904,29.779532881561245,93.57228613894475,0.004375223446756815,0.10938058616892037,6.836286635557523e-05,0.4135396070777339,64
17280,269,17256,-312.9306351690411,-4.889541174516268,0.7708779443254818,934,720,207,0,3.951388888888889,6.0,720,5707.610814301421,5677.097715976211,30.513098325209675,89.1814189734597,0.004599711452459193,0.11499278631147981,7.187049144467489e-05,0.4123819552899238,64
17344,270,17320,-282.9610134843543,-4.421265835693036,0.7320044296788483,903,661,244,0,4.068078668683812,6.0,661,4482.74094854821,4451.166305560279,31.574642987930222,70.04282732106579,0.004113868493111521,0.10284671232778803,6.427919520486751e-05,0.41046073941981553,64
17408,271,17384,-404.8676707073182,-6.326057354801847,0.7407797681770284,949,703,245,0,3.9758179231863444,6.0,703,5801.748675166313,5770.928555028736,30.820120137576545,90.65232304947364,0.0054310188192572394,0.135775470481431,8.485966905089437e-05,0.40783340313750643,64
17472,272,17448,-414.7869476946326,-6.481046057728634,0.7714907508161044,919,709,216,0,3.947813822284908,6.0,709,5849.997510271223,5819.84408898149,30.153421289734105,91.40621109798786,0.005579348916026661,0.13948372290066652,8.717732681291658e-05,0.4065084484488373,64
17536,273,17512,-387.3737869285129,-6.052715420758014,0.7474012474012474,962,719,239,0,4.00278164116829,6.0,719,6110.37784279395,6079.306876591473,31.070966202478374,95.47465379365546,0.005301770758124347,0.13254426895310867,8.284016809569292e-05,0.40528143763520985,64
17600,274,17576,-205.8329650188225,-3.2161400784191017,0.7508342602892102,899,675,228,0,3.9925925925925925,6.0,675,4454.661426234408,4426.1253287485815,28.53609748582799,69.60408478491263,0.0034030785910393966,0.08507696477598492,5.317310298499057e-05,0.4046290559950332,64
17664,275,17640,-422.69153126449805,-6.604555176007782,0.8164102564102564,975,796,168,0,3.763819095477387,6.0,796,6872.799723297963,6845.976134756896,26.82358854106825,107.38749567653068,0.005925007199538011,0.14812517998845026,9.257823749278142e-05,0.4046931704552108,64
17728,276,17704,-467.90880924852706,-7.311075144508235,0.8143646408839779,905,737,170,0,3.5834464043419265,6.0,737,6410.693571951518,6386.4955454836,24.198026467918535,100.16708706174246,0.006234557613154778,0.15586394032886944,9.74149627055434e-05,0.40644856800582635,64
17792,277,17768,-375.1484349473487,-5.861694296052323,0.7681007345225603,953,732,212,0,4.062841530054645,6.0,732,6194.009110352798,6161.336489289135,32.67262106366379,96.78139234926248,0.005243766985857209,0.13109417464643022,8.193385915401889e-05,0.4090098183540841,64
17856,278,17832,-207.6775366708,-3.24496151048125,0.8202866593164277,907,744,177,0,3.889784946236559,6.0,744,5226.668211015216,5199.6529265732715,27.015284441947117,81.66669079711275,0.0036425522895930477,0.0910638072398262,5.691487952489137e-05,0.4112391491011562,64
17920,279,17896,-301.5602352051413,-4.7118786750803325,0.7912946428571429,896,709,173,0,3.764456981664316,6.0,709,5743.361146799406,5716.9007582454,26.460388554006933,89.74001791874072,0.004502165603392057,0.11255414008480141,7.034633755300088e-05,0.4134831963441449,64
17984,280,17960,-364.3191138357962,-5.692486153684316,0.7363636363636363,990,729,259,0,3.9108367626886147,6.0,729,5286.3898803908305,5255.29526645666,31.094613934167857,82.59984188110673,0.005067236500012309,0.12668091250030772,7.917557031269232e-05,0.4160187830260704,64
18048,281,18024,-467.3086955427947,-7.301698367856167,0.8393234672304439,946,794,179,0,3.8249370277078087,6.0,794,6775.661079817223,6746.569935328924,29.09114448829996,105.86970437214411,0.006351658751283885,0.15879146878209713,9.924466798881071e-05,0.41885622094488256,64
18112,282,18088,-400.1500865287822,-6.252345102012222,0.7526315789473684,950,715,226,0,3.820979020979021,6.0,715,6604.56069820939,6574.06529162551,30.495406583879866,103.19626090952171,0.0054323847422803415,0.13580961855700854,8.488101159813034e-05,0.42140465898921886,64
18176,283,18152,-406.6663254316534,-6.354161334869584,0.7418655097613883,922,684,235,0,3.8669590643274856,6.0,684,5829.61425806889,5801.0501997383835,28.564058330507645,91.08772278232641,0.005416631868547598,0.13541579671368995,8.463487294605622e-05,0.4232442643219298,64
18240,284,18216,-421.14033068851455,-6.58031766700804,0.7733188720173536,922,713,210,0,4.036465638148668,6.0,713,5756.090330732498,5726.903112553812,29.18721817868613,89.93891141769528,0.00565928389465763,0.14148209736644077,8.842631085402547e-05,0.4241879721888079,64
